Date,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/26/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20
Deaths,4,4,5,9,12,15,15,16,26,40,43,60,82,98,118,140,177,196,212,258,277,308,347,386,420,461,488,500,538,593,627,661,697,733,761,773,826,873,932,962,987,1014,1054,1096,1152,1206,1268,1300,1356,1400,1435,1499,1552,1600,1627,1658,1705,1742,1788,1830,1872,1895,1940,1955,1981,2020,2052,2077,2102,2119,2135,2148,2188,2223,2247,2262,2269,2285,2306,2313,2359,2369,2380,2384,2407,2427,2444
